noun,count
当初,206
大間,25
野辺地,11
車両,21
開設,222
長距離,17
停滞,54
輸出,616
新造,34
輸入,223
アジア,57
石油,156
原油,15
大半,120
鉄道,402
松前,678
路線,89
本道,136
唯一,52
貨物,311
乗降,10
通学,24
函館空港,36
利用客,11
設備,159
充実,46
就航,58
奥尻,14
交通手段,11
拠点,77
役割,172
ルート,34
号線,10
余市,26
洞爺,27
運転,36
各地,278
それぞれ,85
管理,115
管轄,66
区域,146
税関,63
東北,216
地区,506
広域,19
商業,520
寺社,33
建立,11
発展,220
元禄,20
以降,343
寺子屋,21
教育,770
発端,27
ところ,549
記録,193
北西,28
歴史,120
地名,21
所在地,29
世紀,47
ころ,245
開拓,329
農民,46
村落,14
農村,44
宅地,52
懸案,14
合併,197
進行,28
近郊,53
次第,193
農家,33
戸数,122
農業,90
進出,111
用地,28
増加率,10
余地,16
自治体,29
平方メートル,48
大野,77
背後,27
山地,13
古く,32
集落,66
明治,3525
セメント,90
大正,1762
浅野,27
戦後,237
日本,1447
名称,154
一大,50
不況,138
七重浜,48
精製,17
立地,31
町内,35
茂辺地,22
原因,109
元年,493
和人,80
砂原,13
駒ヶ岳,14
色彩,24
沿い,20
町政,25
方向,94
まま,342
中央,305
東部,103
七飯,31
享保,14
久根別,20
早く,11
水田,32
末期,102
最大,102
地帯,111
国営,47
ヘクタール,16
性格,161
蔬菜,10
候補,47
見方,20
施設,311
疑問,27
半島,82
地形,42
山岳,10
段丘,206
平野,50
北東,20
うち,576
部分,122
上部,39
溶岩,66
下部,37
台地,25
雁皮,18
三森,17
輝石,17
安山岩,39
硫黄,80
生成,10
作用,18
山形,29
独立,59
変質,16
前述,214
付近,210
松倉,63
泊川,58
支流,19
上流,47
各所,26
粗粒,14
玄武岩,17
川上,12
台場,98
砂岩,15
場合,579
化石,16
時代,1056
吉田,45
青木,15
地層,43
最高,66
メートル,344
一般,328
御殿山,22
幾つ,19
千畳敷,26
万延,94
幕府,464
山頂,18
三角,21
写真,153
戦時,120
要塞,169
世界,203
通り,411
斜面,18
広範囲,17
海岸,245
地質,17
岩層,13
浸食,10
寒川,13
火山,73
噴出,20
海岸線,37
立待,19
西海岸,49
石英,50
柱状,16
節理,22
西部,113
寄り,15
傾斜,22
南東,27
谷地頭,48
湿地,14
資料,185
地下,16
構造,155
地表,15
粘土,73
堆積物,72
海面,110
平坦,33
洪積世,14
形成,115
土地,215
隆起,14
拡大,194
一定,95
変化,224
標高,22
前後,186
可能性,51
川面,11
牧場,12
凝灰岩,25
基盤岩,19
泥岩,13
角礫,15
粗面岩,17
褐色,14
ローム,11
寒冷,10
一時期,17
時期,741
赤川,43
ミンデル,11
リス,10
氷期,25
日吉,81
下位,12
中川,75
対比,10
研究,196
グループ,79
普通,130
内陸,63
意見,192
乾燥,37
気候,40
議論,35
小林,75
水準,49
鈴蘭,24
中野,44
北方,71
神社,275
温泉,74
海退,17
地盤,13
運動,525
亀尾,14
砂層,22
礫層,22
東方,13
南方,16
堆積,42
環境,129
境界,18
分布,68
後者,84
前者,68
以西,11
河川,57
凝灰,11
河口,13
近く,96
砂礫,10
亀沢,54
順序,18
海進,28
過程,102
関東,69
丘陵,50
菊地,11
横浜,336
扇状地,15
一致,39
ヨーロッパ,39
分類,30
粘土層,11
下流,21
層厚,13
湯川,139
対岸,37
上野,20
事実,111
修道院,23
沿岸,221
潮流,11
西岸,16
桔梗,40
五稜郭,195
一方,211
海水,14
坂本,98
状況,717
中部,14
変動,55
山山,13
流域,31
恵山,64
熊石,13
下末吉,15
基準,68
条件,231
最後,128
印象,14
年代,99
大学,98
測定,23
方法,261
生物,23
遺体,17
半分,56
絶対,11
噴火湾,34
西浜,33
あたり,78
前面,13
湯川町,26
新川,37
センチメートル,148
以下,287
長谷川,76
鈴木,116
縄文,325
早期,39
土器,730
以前,195
沖積,12
住吉,82
砂鉄,18
当時,531
南西,13
畑地,13
違い,92
遺物,57
遺跡,524
大差,10
砂州,13
本土,21
中間,24
秋田県,18
機構,69
対馬,18
流れ,42
大森,76
根崎,25
方面,335
土砂,18
材料,47
供給,142
砂丘,35
相当,36
地理,18
考慮,10
採取,26
土木,55
工事,449
か年,160
平均,128
家屋,74
建造物,18
埋立,182
下水,11
敷設,36
市役所,81
灰色,14
黒色,17
陸上,54
場所,461
貝層,26
ピーク,75
デパート,77
建築,124
電報,16
石川,72
政治,96
種類,91
ごと,76
合計,85
大門,45
分析,21
水面,17
段階,141
何度,20
勝利,11
基底,10
電気,125
わけ,241
最終,33
以後,114
中村,49
移り変わり,20
山田,70
土層,13
晩期,29
土師器,28
擦文,19
平安,19
鎌倉,22
江戸,273
陶器,15
成立,72
本郷,11
自体,70
峠下,20
延長,75
富川,10
陣屋,27
大きさ,68
大小,30
円形,32
状態,250
期間,121
人類,22
生活,385
舞台,39
ほとんど,82
奥地,17
下北,16
以東,20
起源,30
前記,98
前期,93
多数,113
程度,249
初め,59
活動,557
形態,169
ないし,30
佐々木,87
Ko,12
上層,38
海中,13
中新世,10
海底,19
砕屑,11
中国,302
諸島,21
上位,72
緑色,14
硬質,10
頁岩,11
一緒,15
安山,12
岩質,18
全般,29
プロピライト,12
鉱物,12
斑晶,13
斜長石,10
物質,13
ガラス,23
組織,266
中期,58
相互,30
樹木,12
接触,15
直径,24
小樽市,16
忍路,15
丸山,17
連続,26
藤原,43
規則,347
ミリメートル,12
大型,129
小型,49
両者,102
報告,252
磯谷,17
今まで,20
内外,22
地理的,15
nan,14
千島,170
列島,43
温帯,14
エトロフ,26
水道,106
ライン,36
高木,20
以北,37
森林,14
石狩,53
低地,22
樺太,348
移行,28
植物,58
河野,60
広道,11
共通,11
協会,210
京浜,12
欧米,52
学者,11
政府,739
東京大学,14
教授,195
ジョン,16
ミルン,23
幹部,46
会員,187
地質学,11
鉱山,60
貢献,15
ブラキストン,86
業績,41
三郎,47
主張,63
動物,71
北海道産,21
宗谷,27
重要性,37
シベリア,51
大陸,70
黒松内,10
寿都,25
要素,52
道北,10
他方,52
道東,37
現代,26
背景,190
特質,25
事情,258
指定,81
山脈,14
新旧,14
一段,25
外洋,10
様式,19
海流,11
農地,67
貧困,16
使用,127
拡張,111
造成,62
郊外,39
激減,11
拍車,28
終戦,18
価値,27
自力,10
鳥類,18
最初,273
論文,20
英国,41
陸軍,81
砲兵,61
大尉,14
戦争,534
貿易商,12
文久,168
滞在,19
商船,237
かたわら,30
趣味,12
標本,14
米国,55
研究所,19
博物館,72
専門,48
雑誌,127
幾度,11
発表,35
相違,28
構想,96
蝦夷,195
論説,33
ドイツ,56
カラフト,11
見解,48
周囲,21
都会,10
今後,42
検討,34
問題,883
登山,11
階層,45
大形,26
有無,14
流入,18
危険性,10
一帯,56
水源,11
農耕,24
天然,18
様相,40
本拠,12
限界,33
建設,388
在来,13
ぶり,62
輸入品,24
半ば,22
耕地,10
住宅地,21
若干,53
以南,23
東南,25
頸部,11
捕獲,26
頭数,10
特産,13
アムール,12
必要,260
夕方,20
区分,26
一途,27
夏期,13
一種,19
カムチャツカ,182
樹皮,10
野菜,23
積雪,10
冬期,31
徳川,49
船中,16
根室,182
被害,100
毛皮,49
松下,18
進歩,25
模様,57
出産,16
人家,11
渡来,45
人々,205
洞窟,28
倉庫,417
休息,18
海域,65
年版,11
出現,40
全国,367
道産,36
気象,48
観測,78
諸国,37
海外,68
知識,35
もと,285
鎖国,12
文明,12
安政,416
神奈川,33
条約,327
下田,105
外国,425
入港,130
使節,53
船員,51
医師,123
宣教師,48
商人,756
ロシア人,197
アルブレヒト,10
自宅,29
測器,19
文献,19
天保,56
毎日,40
長崎,200
感じ,10
直轄,88
奉行所,97
気温,48
地震,25
奉行,558
村垣,43
淡路,19
公務,19
日記,27
空白,11
対露,12
貿易,520
イギリス人,33
開港,296
元治,41
日数,27
慶応,139
気圧,19
成果,75
アメリカ,421
伝道,32
本国,47
書簡,59
最低,27
開拓使,887
顧問,39
団長,14
ケプロン,13
結論,38
同年,636
出仕,26
設置,348
測量,34
技術者,16
官舎,20
注文,50
機会,57
国家,137
担当,81
気象台,10
検定,10
付き,42
創設,68
実際,175
間違い,21
海洋,25
基礎,102
沿革,42
内務,145
構内,41
諸外国,15
開国,11
自国,31
創業,78
所属,57
規程,57
回数,20
種目,15
項目,84
以来,123
船場町,43
番地,109
高砂町,26
火災,52
事務所,150
庁舎,45
官有地,19
大火,285
取付,13
全部,32
様子,204
都市化,11
昼夜,12
高層,15
ビル,17
近代化,36
地上,14
たび,19
発生,40
仕事,128
詰所,11
正午,22
大砲,15
放送局,19
ラジオ,37
以外,281
役所,265
委託,118
福山,148
福島,29
瀬棚,12
山越,13
臼尻,20
特性,22
ペリー,216
艦隊,107
提督,35
遠征,21
冬季,18
季節風,10
夏季,12
太平洋,165
降水量,13
経過,81
類似,21
カナダ,19
補給,22
オホーツク,39
帯広,14
下旬,28
中旬,18
低気圧,14
当地,43
一時,55
季節,43
配置,30
運搬,21
手段,61
主力,59
馬車,77
路上,10
前線,10
北側,24
到来,11
凶作,17
か月,217
勢力,114
近海,85
勇払,13
比較,41
台風,23
朝鮮,110
注意,30
日中,59
始め,47
奥羽,43
暴風,12
天候,15
室蘭,204
浦河,13
前半,52
後半,115
本格的,17
とき,143
統計,173
規定,104
数値,63
現地,69
計算,32
開始,105
標準,29
駅前,47
地点,44
建物,132
社会,342
記述,31
問題点,32
移転,151
異動,10
初年,82
なか,612
宮古,11
苫小牧,12
毎年,53
か所,242
出張所,250
災害,22
通常,29
前日,19
風速,20
パーセント,789
消防組,16
同書,33
日常,27
変わり,15
はず,52
反面,17
体制,343
戸口,21
戸籍法,15
信頼,12
手がかり,10
宗門,19
改め,17
数字,72
確定,17
確認,17
本籍,29
戸籍,23
寄留,29
出入,52
男女,61
要覧,18
現住,11
維新,47
天明,28
鍛冶,23
沢辺,34
石崎,26
各村,11
享和,41
文政,45
嘉永,40
気味,13
女性,290
男性,51
男子,57
幕末,130
女子,173
労働力,85
職業,147
官吏,86
技術,164
内容,380
外国人,300
居留,73
宗教,173
関係者,162
国籍,18
イギリス,301
ロシア,412
フランス,97
デンマーク,12
港湾,295
旅客,94
滞留,17
渡道,19
各年,35
翌年,209
前年,191
急増,26
相応,15
水産業,25
仕方,17
施行,102
復興,103
数年間,16
侵略,13
軍需,28
復員,51
引揚者,98
戦前,160
運輸,180
通信,41
ガス,48
金融,111
停止,38
不振,94
1人,183
後退,18
代り,13
集積,24
部門,79
マンモス,15
旧石器,66
交流,61
石器,236
興味,42
寛永,14
室町,22
考古学,38
移住,35
始まり,32
市街,84
先端,25
先住,15
民族,96
貝塚,281
貝殻,64
たち,483
漁労,32
狩猟,37
人骨,52
人類学,21
先史,25
モース,12
発掘,70
博物,35
公園,111
公開,18
関心,103
古代,16
奈良,27
近年,20
古銭,23
推定,16
越前,33
出土,80
貞治,13
地域性,13
考え方,46
後期,78
磨製,25
新潟県,12
草創,14
弥生,67
西日本,13
稲作,10
文様,100
定着,19
木製品,19
金属器,16
導入,46
北朝鮮,10
沿海州,91
飾り,21
特色,68
伝統,35
古墳,65
住居,195
中世,20
移住者,14
品目,68
調書,10
両端,10
石棒,12
村上,27
兵衛,39
四方,25
説明,58
出羽,19
陸奥,18
直後,120
発見,28
勅令,36
朝廷,12
どおり,44
石鏃,25
旅行,27
八幡,123
同社,187
石斧,28
理解,23
ならび,74
近藤,28
重蔵,12
観点,29
人工,11
松岡,21
寛文,10
延享,11
松浦,16
武四郎,17
弘化,11
地図,12
取調,14
蝦夷地,554
風土,14
十勝,35
日誌,33
記事,344
アイヌ,192
判断,45
考古,16
下等,25
会所,344
作り,17
天皇,87
秋田,85
通称,15
奇観,10
寛政,52
国後,38
択捉,66
終り,15
掘割,14
アサリ,10
相生町,13
亀田郡,24
サイベ,30
宗教的,26
西洋,142
足跡,19
分野,81
部落,29
風俗,35
習慣,29
英文,13
駐在,23
公使館,11
日高,46
必要性,67
採集,11
工部,11
委員,220
通弁,15
玄武,13
報告書,120
ページ,10
開削,10
箇所,36
石槍,16
小刀,15
管玉,18
要領,22
竪穴,49
学界,10
学術,20
人種,15
風習,14
日本人,266
商事,20
会社,1058
製氷,12
製材,52
案内,43
自身,80
国立,156
網走,41
居住地,23
土偶,49
骨格,14
伝説,17
学会,24
意味,149
伊勢,11
鳥羽,10
漁猟,11
多少,22
動き,351
論争,15
医学部,10
教室,68
内地,43
批判,44
会報,10
石製,21
没後,10
埋葬,13
一連,33
差異,12
収集,20
弟子,14
人物,165
人夫,91
私立,137
図書館,115
岡田,44
健蔵,18
館長,11
馬場,42
設立,379
中学校,265
学生,38
岩船,11
動機,15
区史,22
刊行,23
北海道大学,35
端緒,11
阿部,80
東洋,31
学芸,13
往来,37
郷土,29
附属,33
展覧会,54
土製,21
出品,71
目録,31
深瀬,21
漁網,74
話題,28
スル,21
事項,135
目的,309
経費,189
事務,315
幹事,44
伊藤,75
能登川,10
週間,31
開館,26
記念,52
行事,77
援助,44
奉仕,17
現状,49
埋蔵,11
文化財,50
保護,146
大山,13
出版,16
山内,40
清男,10
コレクション,10
椴法華,11
尖底,36
美術,102
図書,14
進展,52
講座,27
浜田,14
保存,51
修理,49
形式,146
編年,38
神奈川県,16
児玉,12
作左衛門,11
春日町,16
大場,10
アリューシャン,14
原住民,17
注目,19
正雄,10
合同,143
鉄器,11
長期,29
円筒,58
小中学,10
高等学校,82
ニュース,27
映画,81
骨角,24
道具,43
装飾,37
樽岸,13
依頼,35
系統,44
新田,10
クローズアップ,10
北見,32
準備,150
講師,38
包含,10
土壌,15
参加,49
白滝,11
協力,86
個人,151
木炭,11
墓壙,34
製品,287
魚類,26
山越郡,10
整理,80
教育委員会,49
貯蔵,17
ストーン,44
サークル,43
試み,31
型式,12
東日本,34
撚糸,18
岡山,10
大阪,193
新潟,72
製作,35
かくて,28
変遷,47
研究会,56
国際,39
会議,155
頭骨,10
星野,19
大久保,12
富士,11
亀井,18
内部,64
痕跡,12
主催,83
大腿骨,11
西南,17
全域,30
体質,27
姿勢,37
衣服,31
低下,51
祭祀,14
絵画,55
屋根,26
集団,64
獲物,20
一気,24
釣針,10
工作,13
石皿,16
残り,68
後継者,16
人間,27
各国,55
極東,59
すべて,68
岩内,28
千歳,33
原野,15
用途,34
団体,309
石刃,11
剥片,18
一端,37
ポイント,24
メンバー,49
石灰,14
ブロック,25
岩手県,23
直前,57
福井,11
刺突,12
革命,41
科学,13
原理,12
容器,18
表現,55
原体,23
器形,52
細分,10
紀元前,17
考え,27
根拠,37
手法,11
限り,88
主食,19
解体,20
野外,11
シカ,11
食糧,114
確保,90
両方,19
クジラ,10
オットセイ,49
マグロ,11
白鳥,30
海獣,34
漁法,24
回転,25
鹿角,23
共同,240
下層,34
時間差,11
煮炊き,11
流行,31
簡素化,13
開き,10
名取,13
武光,11
経路,10
推移,95
三角形,17
刃部,19
周縁,12
一郎,25
環状,39
列石,13
立石,14
駒井,11
海上,59
胆振,26
東海岸,32
口縁,56
点列,11
乳房,10
突起,16
フィリピン,15
底部,25
事柄,11
石組,19
そば,11
内側,21
製法,35
居住,36
自然石,15
横須賀,10
器面,12
各町,31
八木,22
大船,16
有珠,14
新聞,745
指導,150
体部,40
小学校,602
裏手,14
所在,15
南側,19
現場,49
一環,49
沈線,24
竹管,14
全面,24
引き,11
千代,42
平底,26
一般的,10
全国的,16
無文,12
調整,63
胴部,10
理由,332
日常生活,11
内面,12
斜行,13
深鉢,13
仕組み,13
作業,122
側面,47
両面,27
基部,17
基本,86
初頭,40
両側,11
魚群,11
処理,67
造り,31
漁獲量,31
改良,122
向上,48
岩手,13
川村,15
空間,52
配列,11
結束,13
様似,16
代表,130
位置付け,16
閉鎖,21
少数,16
露天,10
事態,152
期待,46
撮影,55
調達,36
職員,109
自転車,54
日間,74
虻田,16
入江,18
黄金,13
一体,23
市内,129
神山,18
捨場,13
領域,11
予算,132
制約,31
滑走路,14
短期間,26
宝暦,15
祭り,10
特定,31
広場,14
秩序,23
指揮,43
分配,11
床面,13
固定,22
予定,137
方形,13
柱穴,23
負担,107
暖房,27
同町,12
緊急,29
野球,20
木製,17
やじり,14
自由,105
工夫,13
頭部,10
紡錘,10
苦労,18
小穴,11
装身具,19
成人,10
結婚,23
信仰,64
気持ち,11
飾り玉,15
臼玉,12
漆塗り,12
半月,11
副葬品,10
漆器,10
粉末,12
死者,17
破損,15
上下,16
なり,24
意図,53
精神,50
英語,80
後志,26
漁具,26
外側,16
近代,206
墓地,15
種別,10
浸透,19
文学,49
一面,23
境内,21
新築,87
堀川,10
改築,31
煉瓦,67
丁目,12
住宅,118
病院,294
食糧難,25
全盛期,13
詳細,38
参考,38
富岡町,16
飲料水,19
井戸,27
指導者,21
地主,60
区画,49
屋外,11
代わり,24
現物,33
宮城県,26
実験,13
所有者,47
目標,87
金属,33
空知,22
夜間,30
記号,40
墳墓,36
配石,12
時計,14
委員会,242
茅部郡,16
課題,115
概要,45
校舎,111
交通局,14
営業所,16
団地,38
将来,58
バス,58
道立,12
予想,26
ダム,27
土塁,27
身分,28
交易,149
入口,15
出入り,24
階級,28
特殊性,10
革新,21
祭礼,43
儀式,23
対象,177
後背,14
分離,77
注口,11
病人,26
祈願,21
服装,10
横断,15
住民,195
意志,32
実用,10
区別,15
動揺,26
亀ヶ岡,34
富山,17
北陸,33
青銅,15
弘前,14
藩主,50
計画,482
文書,100
歴代,10
名沢,17
座談会,17
終末,18
大洞,24
木材,68
木工,35
夕張,12
榎本,54
通説,27
上磯郡,14
個々,20
刀子,13
同心,25
織物,11
大和,15
田中,119
限度,29
認識,50
江別,66
北大,24
仙台,63
街区,39
ラサール,12
敷地内,13
近辺,13
一角,16
石塚,23
コーヒー,10
所蔵,16
渡辺,213
かかわり,25
日用品,11
補助,81
覚書,20
半数,56
海産物,302
産物,204
左右,12
各県,16
北上,14
フゴッペ,11
後藤,17
町村,10
農場,12
チャシ,19
火力,15
発電所,17
文字,46
漁師,19
小山,10
構図,21
大鳥,23
登場,34
効果,64
鹿皮,12
安定,33
鉄製,17
武器,20
器具,41
既述,13
帯状,15
発足,53
いくつ,30
いま,23
終わり,15
ごろ,11
母体,25
金具,13
鋳造,20
制度,348
下級,11
軍政,40
情勢,46
品質,35
不良,20
行為,52
百姓,16
城下,34
政権,42
事象,19
銭亀,26
寺院,212
製鉄,24
永享,11
鰐口,15
志海苔,19
備蓄,10
珠洲,11
日持,28
称名,35
屋敷,17
鋳物,10
営業,439
和泉,10
吉岡,16
移入,181
武士,12
地先,37
加藤,48
入り,20
石川県,13
能登,17
通宝,23
貨幣,40
数量,42
支配,106
昆布,481
豪商,17
宇賀,12
加賀,35
右衛門,31
政通,10
館主,14
戦い,21
町名,47
築造,52
戦闘,38
展望,15
決定,131
余り,27
近世,59
自ら,73
交渉,238
両地,10
書記,61
征討,10
正月,48
しだい,27
奥州,17
京都,88
余人,26
融通,15
布教,110
日蓮,12
史料,190
仏教,157
人びと,98
市川,21
十郎,15
実地,35
北条,11
まこと,16
統治,29
安東,41
守護,10
徴収,69
一族,20
景況,16
若狭,17
小浜,21
代目,41
時点,106
嘉吉,11
取扱い,31
再建,70
回復,37
下国,11
四郎,141
太郎,46
武田,39
大畑,12
敗戦,187
のち,66
八郎,41
家政,14
蠣崎,30
出身,104
次郎,50
系列,31
権力,14
航海,144
格差,25
出先,28
従来,210
金銭,43
廻船,18
越中,11
越後,25
回船,14
免除,19
特権,32
海運,383
地産,46
活躍,37
問屋,422
指摘,36
往時,12
通貨,19
増大,98
矛盾,31
友好,10
旧来,55
連合,96
酋長,15
とり,12
不満,42
騒動,44
直接,21
価格,271
粗悪,11
交換,60
事件,208
闘争,34
勢い,28
有様,24
契機,122
戦死,15
弥太郎,15
二郎,21
左衛門,20
平穏,12
さき,50
動乱,11
統一,70
抗争,12
繁栄,37
系譜,18
家臣,26
小船,11
書状,33
旅人,22
運上,119
過半,17
待遇,35
権益,15
感情,21
兄弟,15
根拠地,35
書面,22
講和,46
自家,10
方策,27
知内,20
領土,14
かたち,42
確立,57
協定,49
人民,49
根底,13
幕藩,13
展開,96
秀吉,11
前田,29
木村,61
民部,15
大坂,83
成功,27
通行,13
許可証,13
領主,10
支配下,17
帰国,33
早々,31
近在,21
政務,22
権限,77
交代,28
資格,78
大名,26
一挙,32
年貢,18
原則,62
独占,90
領地,17
知行,24
諸役,12
口銭,102
専売,16
収益,29
財政,159
態勢,16
利潤,24
政治的,27
末端,13
生産者,94
強化,84
復活,33
方針,244
紛争,14
取締り,57
番所,40
松田,18
汐首,14
取締,146
訴訟,35
処分,57
禁止,95
取扱,241
制限,71
検査,71
奨励,63
租税,20
名主,56
人組,12
自治,42
生計,12
出稼ぎ,34
出稼,28
一家,24
生産物,28
後年,19
反歩,10
酒井,14
佐藤,119
人心,15
実情,53
小屋,27
下山,10
建て,28
未曽有,17
役宅,41
民家,16
泉沢,10
重点,24
設定,54
各港,25
実現,64
積荷,32
実態,106
近江,32
敦賀,36
船宿,24
六兵衛,10
与兵衛,24
名前,67
地場,44
漁民,106
業務,271
他国,24
許可,229
禁制,13
物品,86
味噌,22
大豆,18
小豆,15
木綿,12
品物,32
通達,23
名実,13
動向,120
請負,110
仲間,24
諸藩,49
権利,66
鮭鱒,212
出店,41
実力,21
資本,251
負債,16
償還,26
名目,42
近郷,10
茅部,28
請負人,152
漁場,408
労働者,233
伸長,22
商港,19
改革,140
移民,36
魚油,27
先進,15
魚肥,31
需要,322
諸港,44
収税,24
体系,31
歴史的,33
販売,324
収入,163
税制,12
税目,13
税率,11
鰊漁,31
改正,312
増徴,12
新設,104
木古内,29
在住,108
反対,161
売買,159
財源,23
小宿,38
願書,100
伺い,25
長崎屋,29
亀屋,12
株式,47
和賀,15
人員,76
株仲間,18
再編,18
不正,14
救助,27
専業,37
仲買,68
船頭,25
宿泊所,16
譲渡,13
海難,29
事故,51
代理人,13
一切,84
船手,26
荷物,89
本来,61
言葉,31
大津,17
基本的,17
かわり,11
世話,24
本業,20
指示,82
物価,83
結成,109
出来事,34
崩壊,16
活発化,34
干鱈,10
衣類,23
利益,181
行商,14
仕込み,22
集荷,89
商権,43
自己,66
手船,13
雇用,45
船団,60
下関,26
前貸,20
不漁,26
打撃,68
村山,26
栖原,27
角兵衛,10
伊達,25
経歴,18
新興,88
成長,140
通例,11
北前,44
船主,147
伊兵衛,11
治郎,11
弥兵衛,30
取引,333
小一郎,10
俵物,60
清国,164
オランダ,63
生糸,10
多額,52
金銀,12
決済,15
海鼠,49
干鮑,42
鱶鰭,11
手代,16
西川,14
一手,44
代表者,46
統制,203
地元,179
増産,23
対策,125
不足,189
漁船,132
一同,46
作成,247
買入,19
総量,12
普請,23
同額,17
トップ,41
採用,36
久蔵,12
勘定,52
吟味役,29
三橋,10
警備,62
一行,58
配下,14
帰途,12
天塩,10
厚岸,39
通詞,42
隊長,13
応対,16
工藤,80
幸兵衛,14
出帆,51
沙汰,16
異国,25
煙草,12
砂糖,31
目付,14
さん,22
足軽,26
竹田,10
例年,25
病気,35
番屋,23
番人,11
現実,61
不安,56
同地,52
番頭,15
総勢,14
両藩,12
用掛,37
老中,119
監督,74
試験,106
経験,51
田辺,46
高橋,67
成績,60
漂民,14
ラックスマン,14
総督,68
藩吏,10
熊谷,10
来航,32
同所,41
松平,59
処置,50
忠房,10
命令,127
訓令,30
応接,81
村田,24
陸路,18
幕吏,30
両船,12
行方不明,12
約束,18
都合,20
市長,320
上陸,77
役人,105
主人,15
演劇,13
パン,22
同人,41
通訳,99
歓迎,11
意向,51
洗濯,29
他人,11
なし,31
法律,51
早朝,11
出発,23
食事,23
料理,17
各自,33
上級,12
午後,134
国民,156
日々,12
乗組,18
行列,11
会見,29
観念,13
当日,34
両日,14
手当,36
趣旨,44
態度,53
平和,30
通商,86
防備,23
同月,77
困難,68
出港,58
思い,28
海軍,128
上旬,20
薪水,39
家老,12
言語,10
水深,25
外人,27
書籍,92
相撲,11
警戒,22
乗組員,79
両人,14
船内,24
前回,16
同船,24
守備,26
海産,188
生命,17
集散,51
近傍,12
三石,12
商売,47
大漁,14
大略,13
山背,36
弁天,107
漁獲,165
活況,44
在勤,32
竹内,68
保徳,10
婦女,18
豊漁,26
漁期,35
火葬,20
苦情,20
塩鱈,10
港内,51
産出,17
中心地,19
全盛,18
宗派,11
豊川,25
稲荷,50
御用達,18
献金,11
夜話,11
愛宕,10
高田,39
本山,17
掛所,10
本願寺,34
開教,48
年額,31
直属,12
対抗,22
東本願寺,16
末寺,15
寺川,21
別院,17
説教,19
創立,210
渋谷,17
作風,12
弾圧,26
信者,48
キリスト教,188
正教,18
軍艦,127
シビル,18
水夫,50
直接的,14
先駆,16
領事,332
着任,19
領事館,134
ハリストス,26
天主,21
教会,132
後任,38
ニコライ,25
神明,11
神官,44
ロシア語,113
山東,11
教化,32
紹介,36
供養,18
毎月,38
僧侶,19
思想,53
小松,10
庶民,58
公使,50
小島,10
図画,14
俳人,13
無外,11
支配人,64
画家,66
年寄,82
町人,11
意識,66
集散地,26
上期,13
源次郎,12
土蔵,21
警衛,29
羽太,15
正義,38
戸田,10
期限,41
藩領,10
不便,12
収納,18
小児,11
宿舎,22
択捉島,17
